name,team_name,season,g,g_diff,passing_rating,pass_rating_perc,other_qbs,attempts_per_game,playing_time_ratio,team_win_pct,team_win_pct_change,depth_chart_position,passing_rating_yoy_change,passing_att_yoy_change,passing_yards_yoy_change,passing_td_yoy_change,transfer,offense_plays,offense_total_yards,offense_yards/play,offense_yards/g,offense_plays_yoy_change,offense_total_yards_yoy_change,offense_yards/play_yoy_change,offense_yards/g_yoy_change,transferred_next_year
Drew Hare,northern_illinois,2016,3,0.0,140.0,1.0,3,19.67,0.15,0.42,-0.32,3.0,-999.0,-999.0,-999.0,-999.0,0,75,406,5.41,135.3,-999.0,-999.0,-999.0,-999.0,0
Drew Lisk,utah,2018,1,0.0,127.31,0.67,2,12.38,0.2,0.64,-0.1,2.0,-0.0,0.31,0.33,0.49,0,1,-1,-1.0,-1.0,0.25,0.27,0.01,0.06,0
Drew Lisk,utah,2019,4,3.0,126.32,0.67,2,2.25,0.03,0.79,0.22,3.0,0.0,0.38,0.32,0.33,0,11,58,5.27,14.5,10.0,-59.0,-6.27,-15.5,0
Drew Lisk,utah,2020,1,-3.0,106.8,0.67,2,26.0,0.17,0.6,-0.24,2.0,-0.15,1.89,1.92,-0.12,0,27,158,5.85,158.0,1.45,1.72,0.11,9.9,0
Drew Lock,missouri,2016,12,0.0,133.28,0.5,1,36.17,0.97,0.33,-0.28,1.0,-999.0,-999.0,-999.0,-999.0,0,486,3522,7.25,293.5,-999.0,-999.0,-999.0,-999.0,0
Drew Lock,missouri,2017,13,1.0,165.67,1.0,2,32.23,0.98,0.54,0.62,1.0,0.24,-0.03,0.17,0.91,0,463,4075,8.8,313.5,-0.05,0.16,0.21,0.07,0
Drew Lock,missouri,2018,13,0.0,147.65,1.0,2,33.62,0.97,0.62,0.14,1.0,-0.11,0.04,-0.12,-0.36,0,492,3673,7.47,282.5,0.06,-0.1,-0.15,-0.1,0
Drew Mestemaker,north_texas,2024,3,0.0,195.92,1.0,1,1.67,0.03,0.8,0.92,2.0,0.03,-0.5,-0.49,-0.43,0,9,95,10.56,31.7,-0.51,-0.48,0.03,0.05,0
Drew Plitt,ball_state,2017,5,0.0,97.64,0.75,3,16.8,0.21,0.17,-0.17,3.0,-0.01,0.14,0.17,0.04,0,118,459,3.89,91.8,0.13,0.17,0.01,0.08,0
Drew Plitt,ball_state,2018,8,3.0,132.43,0.67,2,16.38,0.28,0.33,1.0,2.0,0.36,0.56,1.34,1.0,0,167,1051,6.29,131.4,0.42,1.29,0.62,0.43,0
Drew Plitt,ball_state,2019,12,4.0,148.18,1.0,1,30.83,0.99,0.42,0.25,1.0,0.12,1.82,1.89,3.0,0,461,3089,6.7,257.4,1.76,1.94,0.07,0.96,0
Drew Plitt,ball_state,2020,8,-4.0,155.95,1.0,0,31.25,1.0,0.88,1.1,1.0,0.05,-0.32,-0.26,-0.29,0,330,2213,6.71,276.6,-0.28,-0.28,0.0,0.07,0
Drew Plitt,ball_state,2021,13,5.0,123.8,1.0,1,31.62,0.94,0.46,-0.47,1.0,-0.21,0.64,0.17,0.06,0,492,2672,5.43,205.5,0.49,0.21,-0.19,-0.26,0
Drew Pyne,notre_dame,2020,4,0.0,100.27,0.67,2,0.75,0.01,0.83,1.5,2.0,-0.01,0.0,-0.02,-0.12,0,4,16,4.0,4.0,0.0,-0.1,-0.06,0.09,0
Drew Pyne,notre_dame,2021,2,-2.0,134.72,0.33,2,15.0,0.07,0.85,0.02,3.0,0.34,9.0,17.67,1.0,0,36,218,6.06,109.0,8.0,12.62,0.51,26.25,0
Drew Pyne,notre_dame,2022,11,9.0,155.27,1.0,1,23.09,0.75,0.69,-0.18,1.0,0.15,7.47,8.02,10.0,1,301,2129,7.07,193.5,7.36,8.77,0.17,0.78,1
Drew Pyne,arizona_state,2023,2,-9.0,101.09,0.5,3,24.5,0.12,0.25,-0.54,3.0,-0.35,-0.81,-0.86,-0.91,1,63,224,3.56,112.0,-0.79,-0.89,-0.5,-0.42,1
Drew Pyne,missouri,2024,2,0.0,151.93,1.0,1,8.5,0.09,0.8,0.3,2.0,0.5,-0.65,-0.57,-1.0,0,18,125,6.94,62.5,-0.71,-0.44,0.95,-0.44,0
Drew Zaubi,western_kentucky,2021,8,0.0,154.8,0.5,3,0.5,0.01,0.64,1.57,3.0,0.02,0.7,0.94,1.0,0,5,35,7.0,4.4,0.64,0.78,0.01,0.06,0
Dru Brown,hawai'i,2016,13,0.0,139.32,1.0,2,25.77,0.77,0.5,0.3,1.0,-999.0,-999.0,-999.0,-999.0,0,423,2794,6.61,214.9,-999.0,-999.0,-999.0,-999.0,0
Dru Brown,hawai'i,2017,12,-1.0,128.97,0.67,2,34.33,0.98,0.25,-0.5,1.0,-0.07,0.23,0.12,-0.05,1,470,2792,5.94,232.7,0.11,-0.0,-0.1,0.08,1
Dru Brown,oklahoma_state,2019,7,-5.0,150.6,1.0,2,15.29,0.3,0.62,0.23,2.0,0.17,-0.74,-0.71,-0.61,0,130,816,6.28,116.6,-0.72,-0.71,0.06,-0.5,0
Dustin Crum,kent_state,2017,10,0.0,115.96,0.67,2,3.0,0.13,0.17,1.0,2.0,-0.01,0.14,0.17,0.04,0,115,542,4.71,54.2,0.13,0.17,0.01,0.08,0
Dustin Crum,kent_state,2018,9,-1.0,138.46,1.0,1,3.0,0.06,0.17,0.0,2.0,0.19,-0.1,-0.24,1.0,0,46,287,6.24,31.9,-0.6,-0.47,0.32,-0.41,0
Dustin Crum,kent_state,2019,13,4.0,159.69,1.0,1,24.0,0.88,0.54,2.23,1.0,0.15,10.56,13.9,9.0,0,480,3329,6.94,256.1,9.43,10.6,0.11,7.03,0
Dustin Crum,kent_state,2020,4,-9.0,192.74,1.0,1,28.25,0.9,0.75,0.39,1.0,0.21,-0.64,-0.55,-0.4,0,157,1421,9.05,355.3,-0.67,-0.57,0.3,0.39,0
Dustin Crum,kent_state,2021,14,10.0,148.48,0.5,1,27.21,0.94,0.5,-0.33,1.0,-0.23,2.37,1.7,0.67,0,542,3890,7.18,277.9,2.45,1.74,-0.21,-0.22,0
Dustin Fletcher,northern_illinois,2020,3,0.0,127.31,0.67,3,12.38,0.2,0.0,-1.0,2.0,-0.01,0.0,-0.02,-0.12,0,16,99,6.19,33.0,0.0,-0.1,-0.06,0.09,0
Dwayne Haskins,ohio_state,2017,8,0.0,173.09,1.0,2,7.12,0.13,0.86,-0.14,2.0,-0.01,0.14,0.17,0.04,0,81,651,8.04,81.4,0.13,0.17,0.01,0.08,0
Dwayne Haskins,ohio_state,2018,14,6.0,174.08,0.5,1,38.07,0.95,0.93,0.08,1.0,0.01,8.35,7.55,11.5,0,612,4939,8.07,352.8,6.56,6.59,0.0,3.33,0
Dylan Hopkins,uab,2019,10,0.0,107.3,0.5,1,8.5,0.25,0.64,-0.07,2.0,0.0,0.38,0.32,0.33,0,149,780,5.23,78.0,0.32,0.27,0.01,0.15,0
Dylan Hopkins,uab,2021,13,3.0,166.6,1.0,2,18.08,0.83,0.69,0.08,1.0,0.55,1.76,3.04,5.0,0,320,2294,7.17,176.5,1.15,1.94,0.37,1.26,0
Dylan Hopkins,uab,2022,11,-2.0,149.63,1.0,1,19.55,0.68,0.54,-0.22,1.0,-0.1,-0.09,-0.16,-0.44,1,263,2029,7.71,184.5,-0.18,-0.12,0.08,0.05,1
Dylan Hopkins,new_mexico,2023,11,0.0,123.94,0.67,3,25.64,0.8,0.33,0.67,1.0,-0.17,0.31,0.08,0.1,0,333,2198,6.6,199.8,0.27,0.08,-0.14,0.08,0
Dylan Lonergan,alabama,2023,1,0.0,150.4,0.75,3,2.0,0.01,0.86,-0.08,4.0,0.02,0.13,0.16,0.45,0,3,17,5.67,17.0,0.13,0.09,0.01,0.07,0
Dylan Lonergan,alabama,2024,1,0.0,127.31,0.67,2,12.38,0.2,0.8,-0.07,2.0,0.03,-0.5,-0.49,-0.43,0,1,16,16.0,16.0,-0.67,-0.06,1.82,-0.06,0
Dylan McCaffrey,michigan,2018,6,0.0,167.89,1.0,3,2.5,0.04,0.77,0.15,2.0,-0.0,0.31,0.33,0.49,0,25,225,9.0,37.5,0.25,0.27,0.01,0.06,0
Dylan McCaffrey,michigan,2019,7,1.0,115.22,0.33,2,2.86,0.05,0.69,-0.1,2.0,-0.31,0.33,-0.08,-0.5,0,33,183,5.55,26.1,0.32,-0.19,-0.38,-0.3,0
Dylan Morris,washington,2020,4,0.0,135.96,0.5,1,27.5,0.99,0.75,0.12,1.0,-0.01,0.0,-0.02,-0.12,0,127,954,7.51,238.5,0.0,-0.1,-0.06,0.09,0
Dylan Morris,washington,2021,11,7.0,123.61,1.0,2,33.0,0.89,0.33,-0.56,1.0,-0.09,2.3,1.74,2.5,0,409,2433,5.95,221.2,2.22,1.55,-0.21,-0.07,0
Dylan Morris,washington,2022,7,-4.0,138.93,0.33,2,2.29,0.03,0.85,1.54,2.0,0.12,-0.96,-0.94,-0.93,0,21,171,8.14,24.4,-0.95,-0.93,0.37,-0.89,0
Dylan Morris,washington,2023,4,-3.0,207.97,1.0,1,3.5,0.02,0.93,0.1,2.0,0.5,-0.12,0.58,0.0,1,15,219,14.6,54.8,-0.29,0.28,0.79,1.25,1
Dylan Morris,james_madison,2024,3,-1.0,150.4,0.5,2,0.33,0.01,0.83,-0.02,2.0,-0.28,-0.93,-0.97,-1.0,0,1,6,6.0,2.0,-0.93,-0.97,-0.59,-0.96,0
Dylan Plautz,stanford,2021,1,0.0,43.68,0.2,4,5.0,0.01,0.25,-0.62,5.0,0.02,0.7,0.94,1.0,0,6,23,3.83,23.0,0.64,0.78,0.01,0.06,0
Dylan Raiola,nebraska,2024,6,0.0,148.38,0.67,2,28.17,0.94,0.83,1.0,1.0,0.03,-0.5,-0.49,-0.43,0,188,1280,6.81,213.3,-0.51,-0.48,0.03,0.05,0
Dylan Ratliff,charlotte,2021,1,0.0,127.31,0.67,2,12.38,0.2,0.42,0.67,2.0,0.02,0.7,0.94,1.0,0,1,-4,-4.0,-4.0,0.64,0.78,0.01,0.06,0
Dylan Rizk,ucf,2023,1,0.0,127.04,0.33,2,5.0,0.01,0.46,-0.33,3.0,0.02,0.13,0.16,0.45,0,7,30,4.29,30.0,0.13,0.09,0.01,0.07,0
Dylan Rizk,ucf,2024,1,0.0,100.0,0.67,2,1.0,0.01,0.6,0.3,3.0,-0.21,-0.8,-1.0,-0.43,0,2,3,1.5,3.0,-0.71,-0.9,-0.65,-0.9,0
E.J. Warner,temple,2022,11,0.0,125.9,1.0,2,40.27,0.92,0.25,0.0,1.0,-0.03,0.29,0.26,0.29,0,459,2978,6.49,270.7,0.2,0.21,-0.04,0.11,0
E.J. Warner,temple,2023,10,-1.0,127.26,1.0,2,44.5,0.88,0.25,0.0,1.0,0.01,0.0,0.02,0.28,1,469,3083,6.57,308.3,0.02,0.04,0.01,0.14,1
E.J. Warner,rice,2024,5,-5.0,112.55,0.5,1,35.6,0.96,0.2,0.0,1.0,-0.12,-0.6,-0.69,-0.7,0,189,968,5.12,193.6,-0.6,-0.69,-0.22,-0.37,0
EJ Perry,boston_college,2018,5,0.0,145.82,0.67,2,7.8,0.12,0.58,0.17,2.0,-0.0,0.31,0.33,0.49,0,59,347,5.88,69.4,0.25,0.27,0.01,0.06,0
Earl Woods III,jacksonville_state,2023,3,0.0,127.31,0.67,4,12.38,0.2,0.69,0.0,2.0,0.02,0.13,0.16,0.45,0,4,24,6.0,8.0,0.13,0.09,0.01,0.07,0
Eddie Lee Marburger,utsa,2021,2,0.0,241.4,1.0,2,4.0,0.02,0.86,0.57,3.0,0.02,0.7,0.94,1.0,0,9,146,16.22,73.0,0.64,0.78,0.01,0.06,0
Eddie Lee Marburger,utsa,2022,7,5.0,86.8,0.67,2,3.57,0.05,0.79,-0.08,2.0,-0.64,2.12,-0.3,0.0,0,34,127,3.74,18.1,2.78,-0.13,-0.77,-0.75,0
Eddie Lee Marburger,utsa,2023,3,-4.0,132.12,0.33,2,15.67,0.11,0.69,-0.12,3.0,0.52,0.88,2.0,2.0,0,54,277,5.13,92.3,0.59,1.18,0.37,4.1,0
Eddie Lee Marburger,utsa,2024,4,1.0,106.3,0.5,1,9.25,0.18,0.4,-0.42,2.0,-0.2,-0.21,-0.26,-0.33,0,45,252,5.6,63.0,-0.17,-0.09,0.09,-0.32,0
Eddie Printz,texas_state,2016,11,0.0,123.09,0.75,3,2.27,0.06,0.17,0.0,3.0,-999.0,-999.0,-999.0,-999.0,0,42,257,6.12,23.4,-999.0,-999.0,-999.0,-999.0,0
Eli Gainey,south_alabama,2020,10,0.0,102.13,0.25,3,0.9,0.03,0.36,-0.32,3.0,-0.01,0.0,-0.02,-0.12,0,9,38,4.22,3.8,0.0,-0.1,-0.06,0.09,0
Eli Holstein,pittsburgh,2024,5,0.0,167.51,1.0,1,34.4,0.9,1.0,0.27,1.0,0.03,-0.5,-0.49,-0.43,0,220,1832,8.33,366.4,-0.51,-0.48,0.03,0.05,0
Eli Peters,toledo,2018,12,0.0,130.45,0.67,4,22.08,0.67,0.54,-0.31,1.0,-0.0,0.31,0.33,0.49,0,288,1881,6.53,156.8,0.25,0.27,0.01,0.06,0
Eli Peters,toledo,2019,5,-7.0,138.44,0.75,3,21.0,0.31,0.5,-0.07,2.0,0.06,-0.6,-0.55,-0.67,0,121,855,7.07,171.0,-0.58,-0.55,0.08,0.09,0
Eli Peters,toledo,2020,4,-1.0,160.16,0.67,2,32.25,0.59,0.67,0.33,1.0,0.16,0.23,0.34,0.5,0,154,1159,7.53,289.8,0.27,0.36,0.07,0.69,0
Eli Stowers,new_mexico_state,2023,15,0.0,195.2,1.0,2,0.53,0.02,0.67,3.0,3.0,0.02,0.13,0.16,0.45,1,36,207,5.75,13.8,0.13,0.09,0.01,0.07,1
Elijah Brown,stanford,2024,1,0.0,263.54,1.0,2,7.0,0.05,0.4,0.6,3.0,0.03,-0.5,-0.49,-0.43,0,7,97,13.86,97.0,-0.51,-0.48,0.03,0.05,0
Elijah Sindelar,purdue,2016,5,0.0,68.31,0.5,1,6.4,0.06,0.25,-0.46,2.0,-999.0,-999.0,-999.0,-999.0,0,36,174,4.83,34.8,-999.0,-999.0,-999.0,-999.0,0
Elijah Sindelar,purdue,2017,12,7.0,124.22,0.5,2,27.42,0.68,0.54,1.15,1.0,0.82,9.28,11.72,1.0,0,362,2023,5.59,168.6,9.06,10.63,0.16,3.84,0
Elijah Sindelar,purdue,2018,2,-10.0,114.48,0.33,2,22.0,0.09,0.46,-0.14,2.0,-0.08,-0.87,-0.87,-0.89,0,48,282,5.88,141.0,-0.87,-0.86,0.05,-0.16,0
Elijah Sindelar,purdue,2019,6,4.0,158.8,1.0,2,18.67,0.22,0.33,-0.28,3.0,0.39,1.55,2.46,3.5,0,124,1007,8.12,167.8,1.58,2.57,0.38,0.19,0
Emiere Scaife,georgia_state,2016,3,0.0,127.31,0.67,3,12.38,0.2,0.25,-0.54,2.0,-999.0,-999.0,-999.0,-999.0,0,2,-2,-1.0,-0.7,-999.0,-999.0,-999.0,-999.0,0
Emmett Brown,washington_state,2023,1,0.0,29.4,0.33,2,4.0,0.01,0.42,-0.23,3.0,0.02,0.13,0.16,0.45,1,4,14,3.5,14.0,0.13,0.09,0.01,0.07,1
Emmett Brown,san_jose_state,2024,5,4.0,147.38,1.0,1,37.2,0.93,0.8,0.49,1.0,4.01,45.5,103.29,1.0,0,209,1438,6.88,287.6,51.25,101.71,0.97,19.54,0
Emmett Morehead,boston_college,2021,2,0.0,83.18,0.33,2,8.0,0.05,0.5,-0.14,3.0,0.02,0.7,0.94,1.0,0,25,58,2.32,29.0,0.64,0.78,0.01,0.06,0
Emmett Morehead,boston_college,2022,10,8.0,125.7,0.5,1,19.2,0.44,0.25,-0.5,2.0,0.51,11.0,13.41,1.0,0,236,1237,5.24,123.7,8.44,20.33,1.26,3.27,0
Emmett Morehead,boston_college,2023,4,-6.0,84.72,0.5,1,7.5,0.08,0.54,1.15,2.0,-0.33,-0.84,-0.9,-1.0,0,32,132,4.13,33.0,-0.86,-0.89,-0.21,-0.73,0
Emory Jones,florida,2018,4,0.0,181.88,1.0,2,4.0,0.04,0.77,0.28,3.0,-0.0,0.31,0.33,0.49,0,34,166,4.88,41.5,0.25,0.27,0.01,0.06,0
Emory Jones,florida,2019,11,7.0,150.86,0.33,2,3.45,0.08,0.85,0.1,3.0,-0.17,1.38,1.14,0.5,0,80,523,6.54,47.5,1.35,2.15,0.34,0.14,0
Emory Jones,florida,2020,9,-2.0,128.64,0.33,2,3.56,0.07,0.67,-0.21,2.0,-0.15,-0.16,-0.17,-0.33,0,64,438,6.84,48.7,-0.2,-0.16,0.05,0.03,0
Emory Jones,florida,2021,13,4.0,141.73,0.5,1,26.62,0.84,0.46,-0.31,1.0,0.1,9.81,11.37,8.5,1,489,3492,7.14,268.6,6.64,6.97,0.04,4.52,1
Emory Jones,arizona_state,2022,8,-5.0,135.11,0.5,1,24.88,0.49,0.25,0.0,2.0,-0.05,-0.42,-0.44,-0.63,1,258,1564,6.06,195.5,-0.47,-0.55,-0.15,-0.27,1
Emory Jones,cincinnati,2023,12,4.0,131.3,0.5,2,26.83,0.9,0.25,-0.73,1.0,-0.03,0.62,0.45,1.57,0,477,2779,5.83,231.6,0.85,0.78,-0.04,0.18,0
Emory Williams,miami_florida,2023,5,0.0,128.7,0.67,2,14.2,0.16,0.54,-0.08,2.0,0.02,0.13,0.16,0.45,0,78,453,5.81,90.6,0.13,0.09,0.01,0.07,0
Emory Williams,miami_florida,2024,1,-4.0,231.87,1.0,2,12.0,0.05,1.0,0.86,2.0,0.8,-0.83,-0.66,-0.67,0,12,161,13.42,161.0,-0.85,-0.64,1.31,0.78,0
Eric Dungey,syracuse,2016,9,0.0,138.18,1.0,2,39.44,0.69,0.33,2.67,1.0,-999.0,-999.0,-999.0,-999.0,0,480,2972,6.19,330.2,-999.0,-999.0,-999.0,-999.0,0
Eric Dungey,syracuse,2017,9,0.0,122.76,1.0,2,41.89,0.7,0.33,0.0,1.0,-0.11,0.06,-0.07,-0.07,0,520,3090,5.94,343.3,0.08,0.04,-0.04,0.04,0
Eric Dungey,syracuse,2018,13,4.0,137.01,1.0,1,28.54,0.81,0.77,1.31,1.0,0.12,-0.02,0.15,0.29,0,555,3622,6.53,278.6,0.07,0.17,0.1,-0.19,0
Eric Najarian,maryland,2020,1,0.0,160.49,1.0,2,23.0,0.14,0.4,-0.33,2.0,-0.01,0.0,-0.02,-0.12,0,30,216,7.2,216.0,0.0,-0.1,-0.06,0.09,0
Eric Najarian,maryland,2022,3,2.0,102.31,0.33,2,3.0,0.02,0.62,0.54,3.0,-0.36,-0.61,-0.72,-1.0,0,12,48,4.0,16.0,-0.6,-0.78,-0.44,-0.93,0
Ethan Bullock,oklahoma_state,2020,2,0.0,76.08,0.33,2,10.0,0.06,0.73,0.18,3.0,-0.01,0.0,-0.02,-0.12,0,26,61,2.35,30.5,0.0,-0.1,-0.06,0.09,0
Ethan Bullock,oklahoma_state,2021,2,0.0,111.47,0.33,3,1.5,0.01,0.86,0.18,3.0,0.47,-0.85,-0.78,1.0,0,6,22,3.67,11.0,-0.77,-0.64,0.56,-0.64,0
Ethan Crawford,southern_mississippi,2023,6,0.0,130.72,1.0,2,6.0,0.1,0.25,-0.54,2.0,0.02,0.13,0.16,0.45,0,78,336,4.31,56.0,0.13,0.09,0.01,0.07,0
Ethan Crawford,southern_mississippi,2024,3,-3.0,180.91,1.0,2,4.67,0.11,0.2,-0.2,3.0,0.38,-0.61,0.01,-1.0,0,28,285,10.18,95.0,-0.64,-0.15,1.36,0.7,0
Ethan Garbers,ucla,2021,12,0.0,116.11,0.5,1,4.25,0.15,0.67,-0.04,2.0,0.02,0.7,0.94,1.0,0,69,336,4.87,28.0,0.64,0.78,0.01,0.06,0
Ethan Garbers,ucla,2022,6,-6.0,144.05,0.67,2,6.17,0.09,0.69,0.04,2.0,0.24,-0.27,-0.04,0.0,0,44,294,6.68,49.0,-0.36,-0.12,0.37,0.75,0
Ethan Garbers,ucla,2023,11,5.0,153.23,1.0,4,13.27,0.36,0.62,-0.11,2.0,0.06,2.95,2.86,4.5,0,181,1263,6.98,114.8,3.11,3.3,0.04,1.34,0
Ethan Garbers,ucla,2024,4,-7.0,113.48,0.5,1,29.25,0.77,0.2,-0.68,1.0,-0.26,-0.2,-0.29,-0.73,0,144,807,5.6,201.8,-0.2,-0.36,-0.2,0.76,0
Ethan Hampton,northern_illinois,2021,2,0.0,59.32,0.5,1,5.0,0.03,0.64,1.0,2.0,0.02,0.7,0.94,1.0,0,15,13,0.87,6.5,0.64,0.78,0.01,0.06,0
Ethan Hampton,northern_illinois,2022,4,2.0,123.06,0.75,3,30.5,0.37,0.25,-0.61,1.0,1.07,11.2,33.7,1.0,0,134,792,5.91,198.0,7.93,59.92,5.79,29.46,0
Ethan Hampton,northern_illinois,2023,4,0.0,102.88,0.5,1,8.25,0.09,0.54,1.15,2.0,-0.16,-0.73,-0.82,-0.71,0,37,153,4.14,38.3,-0.72,-0.81,-0.3,-0.81,0
Ethan Hampton,northern_illinois,2024,5,1.0,137.57,1.0,2,24.0,0.92,0.6,0.11,1.0,0.34,2.64,5.21,3.0,0,147,1003,6.82,200.6,2.97,5.56,0.65,4.24,0
Ethan Horton,louisville,2016,1,0.0,127.31,0.67,2,12.38,0.2,0.69,0.15,2.0,-999.0,-999.0,-999.0,-999.0,0,1,1,1.0,1.0,-999.0,-999.0,-999.0,-999.0,0
Ethan Long,arizona_state,2019,10,0.0,127.31,0.67,2,12.38,0.2,0.62,1.46,2.0,0.0,0.38,0.32,0.33,0,6,32,5.33,3.2,0.32,0.27,0.01,0.15,0
Ethan Rhodes,north_carolina_state,2023,1,0.0,127.31,0.67,2,12.38,0.2,0.69,0.12,2.0,0.02,0.13,0.16,0.45,0,1,3,3.0,3.0,0.13,0.09,0.01,0.07,0
Ethan Vasko,kansas,2022,1,0.0,81.84,0.33,2,5.0,0.01,0.46,1.77,3.0,-0.03,0.29,0.26,0.29,1,7,19,2.71,19.0,0.2,0.21,-0.04,0.11,1
Ethan Vasko,coastal_carolina,2023,8,7.0,133.23,0.25,3,15.25,0.3,0.62,1.46,2.0,0.63,23.4,58.92,1.0,0,185,1147,6.2,143.4,25.43,59.37,1.29,6.55,0
Ethan Vasko,coastal_carolina,2024,6,-2.0,146.06,1.0,1,21.33,0.85,0.67,0.08,1.0,0.1,0.05,0.52,0.14,0,181,1443,7.97,240.5,-0.02,0.26,0.29,0.68,0
Evan Bullock,louisiana_tech,2023,1,0.0,35.28,0.33,2,5.0,0.01,0.25,-0.38,3.0,0.02,0.13,0.16,0.45,0,6,20,3.33,20.0,0.13,0.09,0.01,0.07,0
Evan Bullock,louisiana_tech,2024,4,3.0,168.51,1.0,2,17.0,0.42,0.4,0.6,1.0,3.78,12.6,25.52,1.0,0,81,540,6.67,135.0,12.5,26.0,1.0,5.75,0
Evan Conley,louisville,2019,7,0.0,139.01,0.67,2,10.14,0.24,0.62,-0.11,2.0,0.0,0.38,0.32,0.33,0,101,701,6.94,100.1,0.32,0.27,0.01,0.15,0
Evan Conley,louisville,2020,3,-4.0,160.64,1.0,2,1.67,0.02,0.36,-0.41,2.0,0.16,-0.93,-0.92,-1.0,0,6,38,6.33,12.7,-0.94,-0.95,-0.09,-0.87,0
Evan Conley,louisville,2021,5,2.0,104.93,0.5,2,3.8,0.05,0.46,0.27,2.0,-0.35,2.8,0.65,1.0,0,22,105,4.77,21.0,2.67,1.76,-0.25,0.65,0
Evan Conley,louisville,2023,14,9.0,127.31,0.67,5,12.38,0.2,0.71,0.55,2.0,0.02,0.13,0.16,0.45,0,7,42,6.0,3.0,-0.68,-0.6,0.26,-0.86,0
Evan Marshman,rice,2018,4,0.0,92.83,0.6,4,7.75,0.09,0.15,-0.23,3.0,-0.0,0.31,0.33,0.49,0,49,239,4.88,59.8,0.25,0.27,0.01,0.06,0
Evan Marshman,rice,2019,1,-3.0,85.36,0.25,3,5.0,0.02,0.25,0.62,4.0,-0.08,-0.84,-0.84,0.33,0,11,19,1.73,19.0,-0.78,-0.92,-0.65,-0.68,0
Evan Olaes,colorado_state,2021,3,0.0,76.66,0.5,1,4.0,0.03,0.25,-0.25,2.0,0.02,0.7,0.94,1.0,0,30,134,4.47,44.7,0.64,0.78,0.01,0.06,0
Evan Orth,south_alabama,2017,2,0.0,0.0,0.33,2,0.5,0.0,0.33,-0.08,3.0,-0.01,0.14,0.17,0.04,0,2,41,20.5,20.5,0.13,0.17,0.01,0.08,0
Evan Orth,south_alabama,2018,10,8.0,144.18,1.0,2,22.2,0.7,0.25,-0.25,1.0,1.0,221.0,1.0,1.0,0,278,1968,7.08,196.8,138.0,47.0,-0.65,8.6,0
Evan Prater,cincinnati,2020,1,0.0,127.31,0.67,3,12.38,0.2,0.9,2.6,2.0,-0.01,0.0,-0.02,-0.12,0,2,4,2.0,4.0,0.0,-0.1,-0.06,0.09,0
Evan Prater,cincinnati,2021,7,6.0,116.3,0.5,1,1.57,0.03,0.93,0.03,2.0,0.02,0.7,0.94,1.0,0,23,143,6.22,20.4,10.5,34.75,2.11,4.1,0
Evan Prater,cincinnati,2022,9,2.0,108.84,0.5,2,7.33,0.16,0.69,-0.25,2.0,-0.06,5.0,10.13,-0.5,0,115,589,5.12,65.4,4.0,3.12,-0.18,2.21,0
Evan Shirreffs,miami_florida,2017,4,0.0,47.77,0.5,1,1.75,0.02,0.77,-0.23,2.0,-0.01,0.14,0.17,0.04,1,8,14,1.75,3.5,0.13,0.17,0.01,0.08,1
Evan Shirreffs,charlotte,2018,6,2.0,101.54,0.33,2,17.33,0.35,0.42,0.0,2.0,1.13,13.86,38.44,1.0,0,134,630,4.7,105.0,15.75,44.0,1.69,29.0,0
Evan Shirreffs,charlotte,2019,2,-4.0,0.0,0.33,2,1.0,0.01,0.54,0.29,3.0,-1.0,-0.98,-1.0,-1.0,0,5,33,6.6,16.5,-0.96,-0.95,0.4,-0.84,0
Evan Simon,rutgers,2021,6,0.0,93.5,0.4,4,4.67,0.07,0.38,0.0,2.0,0.02,0.7,0.94,1.0,0,36,151,4.19,25.2,0.64,0.78,0.01,0.06,0
Evan Simon,rutgers,2022,9,3.0,106.18,1.0,2,15.22,0.42,0.33,-0.13,2.0,0.14,3.89,4.36,1.0,0,159,775,4.87,86.1,3.42,4.13,0.16,2.42,0
Evan Simon,rutgers,2023,1,-8.0,260.67,1.0,2,3.0,0.01,0.54,0.62,2.0,1.45,-0.98,-0.96,-0.75,1,3,30,10.0,30.0,-0.98,-0.96,1.05,-0.65,1
Evan Simon,temple,2024,3,2.0,165.63,1.0,2,27.33,0.45,0.17,-0.33,2.0,-0.36,26.33,21.67,8.0,0,119,715,6.01,238.3,38.67,22.83,-0.4,6.94,0
Evan Svoboda,wyoming,2023,10,0.0,99.48,0.5,2,3.8,0.12,0.69,0.0,2.0,0.02,0.13,0.16,0.45,0,63,280,4.44,28.0,0.13,0.09,0.01,0.07,0
Evan Svoboda,wyoming,2024,5,-5.0,95.93,0.5,1,22.8,0.9,0.2,-0.71,1.0,-0.04,2.0,2.14,1.0,0,165,759,4.6,151.8,1.62,1.71,0.04,4.42,0
Faton Bauta,colorado_state,2016,10,0.0,85.78,0.33,3,2.9,0.08,0.54,1.15,3.0,-999.0,-999.0,-999.0,-999.0,0,48,238,4.96,23.8,-999.0,-999.0,-999.0,-999.0,0
Favian Upshaw,georgia_southern,2016,8,0.0,127.11,0.75,3,10.5,0.32,0.42,-0.31,2.0,-999.0,-999.0,-999.0,-999.0,0,153,955,6.24,119.4,-999.0,-999.0,-999.0,-999.0,0
