name,yr,pos,g,rush_yards,pass_yards,plays,total_yards,yards/play,yards/g,team_name,season,player_id,transfer
Josh Jackson,FR,QB,13,324,2991,520,3315,6.38,255.0,virginia_tech,2017,josh_jackson_virginia_tech,False
Josh Jackson,SO,QB,3,61,575,78,636,8.15,212.0,virginia_tech,2018,josh_jackson_virginia_tech,True
Josh Jackson,JR,QB,10,-53,1274,260,1221,4.70,122.1,maryland,2019,josh_jackson_maryland,True
Josh Jacobs,FR,RB,15,567,0,85,567,6.67,37.8,alabama,2016,josh_jacobs_alabama,False
Josh Jacobs,SO,RB,12,284,0,46,284,6.17,23.7,alabama,2017,josh_jacobs_alabama,False
Josh Jacobs,JR,RB,15,640,0,120,640,5.33,42.7,alabama,2018,josh_jacobs_alabama,False
Josh Johnson,,,9,69,0,19,69,3.63,7.7,louisiana-monroe,2018,josh_johnson_louisiana-monroe,True
Josh Johnson,JR,RB,12,1298,0,201,1298,6.46,108.2,louisiana-monroe,2019,josh_johnson_louisiana-monroe,True
Josh Johnson,SR,RB,9,321,0,88,321,3.65,35.7,louisiana-monroe,2020,josh_johnson_louisiana-monroe,True
Josh Johnson,JR,WR,9,3,0,1,3,3.00,0.3,tulsa,2020,josh_johnson_tulsa,True
Josh Johnson,SR,WR,13,-2,0,3,-2,-0.67,-0.2,tulsa,2021,josh_johnson_tulsa,True
Josh Johnson,SO,QB,2,19,18,9,37,4.11,18.5,air_force,2024,josh_johnson_air_force,False
Josh Kattus,JR,TE,4,2,0,0,2,-,0.5,kentucky,2024,josh_kattus_kentucky,False
Josh Kelly,FR,WR,6,8,0,2,8,4.00,1.3,fresno_state,2020,josh_kelly_fresno_state,False
Josh Kelly,SO,WR,13,20,0,3,20,6.67,1.5,fresno_state,2021,josh_kelly_fresno_state,False
Josh Kelly,JR,WR,12,3,0,1,3,3.00,0.3,washington_state,2023,josh_kelly_washington_state,True
Josh Love,FR,QB,12,-41,392,74,351,4.74,29.3,san_jose_state,2016,josh_love_san_jose_state,False
Josh Love,SO,QB,10,-60,928,189,868,4.59,86.8,san_jose_state,2017,josh_love_san_jose_state,False
Josh Love,JR,QB,8,-93,1963,319,1870,5.86,233.8,san_jose_state,2018,josh_love_san_jose_state,False
Josh Love,SR,QB,12,-88,3923,506,3835,7.58,319.6,san_jose_state,2019,josh_love_san_jose_state,False
Josh Marriner,JR,RB,13,84,0,23,84,3.65,6.5,old_dominion,2016,josh_marriner_old_dominion,False
Josh Marriner,SR,RB,12,3,0,1,3,3.00,0.3,old_dominion,2017,josh_marriner_old_dominion,False
Josh Mays,FR,RB,2,17,0,3,17,5.67,8.5,troy,2018,josh_mays_troy,False
Josh Mays,SO,RB,8,13,0,4,13,3.25,1.6,troy,2020,josh_mays_troy,False
Josh McCray,FR,RB,11,549,0,112,549,4.90,49.9,illinois,2021,josh_mccray_illinois,False
Josh McCray,SO,RB,4,56,0,19,56,2.95,14.0,illinois,2022,josh_mccray_illinois,False
Josh McCray,SO,RB,5,156,0,43,156,3.63,31.2,illinois,2023,josh_mccray_illinois,False
Josh McCray,JR,RB,5,103,0,25,103,4.12,20.6,illinois,2024,josh_mccray_illinois,False
Josh Oglesby,JR,RB,2,19,0,4,19,4.75,9.5,arkansas,2021,josh_oglesby_arkansas,False
Josh Orne,SR,K,12,-11,0,1,-11,-11.00,-0.9,northern_illinois,2017,josh_orne_northern_illinois,False
Josh Palmer,FR,WR,12,6,0,1,6,6.00,0.5,tennessee,2017,josh_palmer_tennessee,False
Josh Palmer,SO,WR,12,27,0,5,27,5.40,2.3,tennessee,2018,josh_palmer_tennessee,False
Josh Palmer,JR,WR,13,4,0,2,4,2.00,0.3,tennessee,2019,josh_palmer_tennessee,False
Josh Pederson,JR,TE,12,0,33,2,33,16.50,2.8,louisiana-monroe,2019,josh_pederson_louisiana-monroe,False
Josh Pederson,SR,TE,10,0,0,1,0,0.00,0.0,louisiana-monroe,2020,josh_pederson_louisiana-monroe,False
Josh Rolston,SO,K,12,8,0,1,8,8.00,0.7,central_michigan,2022,josh_rolston_central_michigan,False
Josh Rosen,SO,QB,6,-72,1915,253,1843,7.28,307.2,ucla,2016,josh_rosen_ucla,False
Josh Rosen,JR,QB,11,-97,3756,502,3659,7.29,332.6,ucla,2017,josh_rosen_ucla,False
Josh Rounds,SR,RB,12,758,0,125,758,6.06,63.2,tulane,2016,josh_rounds_tulane,False
Josh Smith,JR,WR,12,-11,0,1,-11,-11.00,-0.9,tennessee,2016,josh_smith_tennessee,False
Josh Smith,SR,WR,6,0,0,1,0,0.00,0.0,tennessee,2017,josh_smith_tennessee,True
Josh Smith,SO,P,12,0,14,1,14,14.00,1.2,kent_state,2022,josh_smith_kent_state,True
Josh Sweat,JR,DE,12,13,0,2,13,6.50,1.1,florida_state,2017,josh_sweat_florida_state,False
Josh Turner,SO,DB,10,-5,0,1,-5,-5.00,-0.5,florida_international,2019,josh_turner_florida_international,False
Josh Vann,FR,WR,13,5,0,1,5,5.00,0.4,south_carolina,2018,josh_vann_south_carolina,False
Josh Vann,SO,WR,9,5,0,1,5,5.00,0.6,south_carolina,2019,josh_vann_south_carolina,False
Josh Vann,SR,WR,13,63,6,6,69,11.50,5.3,south_carolina,2021,josh_vann_south_carolina,False
Josh Williams,FR,RB,10,88,0,22,88,4.00,8.8,lsu,2020,josh_williams_lsu,False
Josh Williams,SO,RB,13,108,0,23,108,4.70,8.3,lsu,2021,josh_williams_lsu,False
Josh Williams,JR,RB,11,536,0,98,536,5.47,48.7,lsu,2022,josh_williams_lsu,False
Josh Williams,SR,RB,13,284,0,55,284,5.16,21.8,lsu,2023,josh_williams_lsu,False
Josh Williams,SR,RB,5,166,0,41,166,4.05,33.2,lsu,2024,josh_williams_lsu,False
Joshua Cephus,SO,WR,12,-13,0,2,-13,-6.50,-1.1,utsa,2020,joshua_cephus_utsa,False
Joshua Cephus,JR,WR,14,11,33,5,44,8.80,3.1,utsa,2021,joshua_cephus_utsa,False
Joshua Cephus,SR,WR,13,10,12,5,22,4.40,1.7,utsa,2022,joshua_cephus_utsa,False
Joshua Cephus,SR,WR,13,-9,0,2,-9,-4.50,-0.7,utsa,2023,joshua_cephus_utsa,False
Joshua Cobbs,FR,WR,11,0,0,1,0,0.00,0.0,wyoming,2021,joshua_cobbs_wyoming,False
Joshua Dobbs,SR,QB,13,831,2946,507,3777,7.45,290.5,tennessee,2016,joshua_dobbs_tennessee,False
Joshua Fields,FR,RB,11,362,0,89,362,4.07,32.9,utep,2017,joshua_fields_utep,False
Joshua Fields,SO,RB,9,57,0,31,57,1.84,6.3,utep,2018,joshua_fields_utep,False
Joshua Fields,JR,RB,12,312,0,59,312,5.29,26.0,utep,2019,joshua_fields_utep,False
Joshua Fields,SR,RB,8,211,0,67,211,3.15,26.4,utep,2020,joshua_fields_utep,False
Joshua Fleeks,SR,WR,10,130,0,17,130,7.65,13.0,nebraska,2023,joshua_fleeks_nebraska,False
Joshua Gray,JR,OL,11,3,0,1,3,3.00,0.3,oregon_state,2023,joshua_gray_oregon_state,False
Joshua Kelley,JR,RB,11,1243,0,225,1243,5.52,113.0,ucla,2018,joshua_kelley_ucla,False
Joshua Kelley,SR,RB,11,1060,0,229,1060,4.63,96.4,ucla,2019,joshua_kelley_ucla,False
Joshua Mack,JR,RB,13,774,0,133,774,5.82,59.5,liberty,2019,joshua_mack_liberty,False
Joshua Mack,SR,RB,10,797,0,139,797,5.73,79.7,liberty,2020,joshua_mack_liberty,False
Joshua Mack,SR,RB,11,454,0,109,454,4.17,41.3,liberty,2021,joshua_mack_liberty,False
Joshua Moore,SO,WR,10,-1,0,2,-1,-0.50,-0.1,texas,2020,joshua_moore_texas,False
Joshua Nicholson,SO,WR,12,7,0,2,7,3.50,0.6,san_diego_state,2023,joshua_nicholson_san_diego_state,False
Joshua Porter,FR,WR,5,5,0,1,5,5.00,1.0,south_florida,2024,joshua_porter_south_florida,False
Joshua Samuel,FR,RB,12,641,0,120,641,5.34,53.4,western_kentucky,2018,joshua_samuel_western_kentucky,False
Joshua Samuel,SO,RB,4,17,0,6,17,2.83,4.3,western_kentucky,2019,joshua_samuel_western_kentucky,False
Joshua Stoner,SO,RB,2,3,0,2,3,1.50,1.5,air_force,2018,joshua_stoner_air_force,False
Joshua Stoner,JR,RB,8,207,0,23,207,9.00,25.9,air_force,2019,joshua_stoner_air_force,False
Joshua Stoner,SR,RB,5,61,0,11,61,5.55,12.2,air_force,2020,joshua_stoner_air_force,False
Joshua Walker,JR,SB,4,5,0,3,5,1.67,1.3,navy,2016,joshua_walker_navy,False
Joshua Walker,SR,FB,4,106,0,15,106,7.07,26.5,navy,2017,joshua_walker_navy,False
Joshua Wood,SO,QB,5,40,15,15,55,3.67,11.0,fresno_state,2024,joshua_wood_fresno_state,False
Joshua Youngblood,FR,WR,13,55,0,11,55,5.00,4.2,kansas_state,2019,joshua_youngblood_kansas_state,False
Joshua Youngblood,SO,WR,2,3,0,1,3,3.00,1.5,kansas_state,2020,joshua_youngblood_kansas_state,True
Joshua Youngblood,JR,WR,9,3,0,2,3,1.50,0.3,rutgers,2022,joshua_youngblood_rutgers,False
Josiah Deguara,FR,TE,11,-2,0,1,-2,-2.00,-0.2,cincinnati,2016,josiah_deguara_cincinnati,False
Josiah Deguara,SR,TE,14,2,0,0,2,-,0.1,cincinnati,2019,josiah_deguara_cincinnati,False
Josiah Gonzales,SO,DB,2,5,0,3,5,1.67,2.5,ucla,2023,josiah_gonzales_ucla,False
Josiah Johnson,SO,TE,4,32,39,21,71,3.38,17.8,massachusetts,2020,josiah_johnson_massachusetts,False
Josiah Johnson,SO,TE,11,50,0,6,50,8.33,4.5,massachusetts,2021,josiah_johnson_massachusetts,False
Josiah Johnson,SR,TE,14,0,0,1,0,0.00,0.0,oklahoma_state,2023,josiah_johnson_oklahoma_state,False
Josiah Martin,FR,WR,2,10,0,1,10,10.00,5.0,california,2024,josiah_martin_california,False
Josiah McLaurin,FR,RB,3,3,0,2,3,1.50,1.0,maryland,2024,josiah_mclaurin_maryland,False
Journey Brown,SO,RB,9,44,0,8,44,5.50,4.9,penn_state,2018,journey_brown_penn_state,False
Journey Brown,JR,RB,13,890,0,129,890,6.90,68.5,penn_state,2019,journey_brown_penn_state,False
Jouvensly Bazil,FR,RB,4,-6,0,1,-6,-6.00,-1.5,washington_state,2020,jouvensly_bazil_washington_state,False
Jovantae Barnes,FR,RB,11,519,0,116,519,4.47,47.2,oklahoma,2022,jovantae_barnes_oklahoma,False
Jovantae Barnes,SO,RB,7,140,0,37,140,3.78,20.0,oklahoma,2023,jovantae_barnes_oklahoma,False
Jovantae Barnes,JR,RB,5,199,0,57,199,3.49,39.8,oklahoma,2024,jovantae_barnes_oklahoma,False
Jovon Durante,SO,WR,13,15,0,3,15,5.00,1.2,west_virginia,2016,jovon_durante_west_virginia,True
Jovon Durante,JR,WR,12,39,0,9,39,4.33,3.3,florida_atlantic,2018,jovon_durante_florida_atlantic,False
Jowan Davis,SR,RB,11,299,0,71,299,4.21,27.2,rice,2016,jowan_davis_rice,False
Jsi Hatfield,FR,WR,12,62,0,13,62,4.77,5.2,east_carolina,2019,jsi_hatfield_east_carolina,False
Jsi Hatfield,SO,WR,6,36,0,4,36,9.00,6.0,east_carolina,2020,jsi_hatfield_east_carolina,False
Jsi Hatfield,SO,WR,10,4,0,1,4,4.00,0.4,east_carolina,2021,jsi_hatfield_east_carolina,False
Jsi Hatfield,JR,WR,8,-9,0,1,-9,-9.00,-1.1,east_carolina,2022,jsi_hatfield_east_carolina,False
Ju'Juan Johnson,FR,RB,5,13,0,5,13,2.60,2.6,lsu,2024,ju'juan_johnson_lsu,False
JuJu Smith-Schuster,JR,WR,13,27,0,5,27,5.40,2.1,usc,2016,juju_smith-schuster_usc,False
JuTahn McClain,FR,RB,11,62,0,16,62,3.88,5.6,kentucky,2020,jutahn_mcclain_kentucky,False
JuTahn McClain,SO,RB,9,165,0,34,165,4.85,18.3,kentucky,2021,jutahn_mcclain_kentucky,False
JuTahn McClain,JR,RB,10,278,0,59,278,4.71,27.8,kentucky,2022,jutahn_mcclain_kentucky,False
JuTahn McClain,SR,RB,11,138,0,26,138,5.31,12.5,kentucky,2023,jutahn_mcclain_kentucky,False
Juan Davis,FR,TE,5,3,0,1,3,3.00,0.6,texas,2021,juan_davis_texas,False
JuanCarlos Santana,JR,WR,9,20,0,2,20,10.00,2.2,tulsa,2020,juancarlos_santana_tulsa,False
JuanCarlos Santana,SR,WR,13,6,0,1,6,6.00,0.5,tulsa,2021,juancarlos_santana_tulsa,False
Judge Culpepper,JR,DT,14,1,0,1,1,1.00,0.1,toledo,2022,judge_culpepper_toledo,False
Juju McDowell,FR,RB,12,248,0,52,248,4.77,20.7,south_carolina,2021,juju_mcdowell_south_carolina,False
Juju McDowell,SO,RB,13,219,0,62,219,3.53,16.8,south_carolina,2022,juju_mcdowell_south_carolina,False
Juju McDowell,JR,RB,10,63,0,26,63,2.42,6.3,south_carolina,2023,juju_mcdowell_south_carolina,False
Juju McDowell,SR,RB,5,60,0,15,60,4.00,12.0,south_carolina,2024,juju_mcdowell_south_carolina,False
Julian Barnett,FR,WR,13,19,0,2,19,9.50,1.5,michigan_state,2019,julian_barnett_michigan_state,False
Julian Gray,FR,WR,13,50,0,5,50,10.00,3.8,north_carolina_state,2022,julian_gray_north_carolina_state,False
Julian Gray,SO,WR,11,10,0,3,10,3.33,0.9,north_carolina_state,2023,julian_gray_north_carolina_state,True
Julian Hicks,FR,WR,10,12,0,1,12,12.00,1.2,central_michigan,2018,julian_hicks_central_michigan,True
Julian Hicks,SO,WR,10,1,0,1,1,1.00,0.1,akron,2019,julian_hicks_akron,False
Julian Ortega-Jones,FR,WR,11,-6,0,1,-6,-6.00,-0.5,bowling_green,2019,julian_ortega-jones_bowling_green,False
Julian Ross,FR,RB,8,250,0,60,250,4.17,31.3,ohio,2017,julian_ross_ohio,False
Julian Ross,SO,RB,4,14,0,7,14,2.00,3.5,ohio,2018,julian_ross_ohio,False
Julian Ross,SO,RB,9,284,0,76,284,3.74,31.6,ohio,2019,julian_ross_ohio,False
Julian Ross,JR,RB,1,2,0,2,2,1.00,2.0,ohio,2020,julian_ross_ohio,False
Julian Ross,SR,RB,6,67,0,11,67,6.09,11.2,ohio,2022,julian_ross_ohio,False
Julian Sayin,FR,QB,2,5,84,8,89,11.13,44.5,ohio_state,2024,julian_sayin_ohio_state,False
Julien Lewis,FR,WR,8,8,0,1,8,8.00,1.0,louisiana_tech,2022,julien_lewis_louisiana_tech,False
Julius Davis,FR,RB,1,1,0,1,1,1.00,1.0,wisconsin,2020,julius_davis_wisconsin,False
Julius Davis,SO,RB,5,109,0,21,109,5.19,21.8,wisconsin,2021,julius_davis_wisconsin,False
Julius Davis,JR,RB,3,90,0,13,90,6.92,30.0,wisconsin,2022,julius_davis_wisconsin,False
Julon Williams,SO,WR,9,0,8,1,8,8.00,0.9,utsa,2020,julon_williams_utsa,False
Julon Williams,JR,RB,1,-1,0,1,-1,-1.00,-1.0,utsa,2022,julon_williams_utsa,False
Juma Otoviano,FR,RB,12,364,0,65,364,5.60,30.3,rice,2018,juma_otoviano_rice,False
Juma Otoviano,SO,RB,3,114,0,37,114,3.08,38.0,rice,2019,juma_otoviano_rice,False
Juma Otoviano,SO,RB,2,195,0,45,195,4.33,97.5,rice,2020,juma_otoviano_rice,False
Juma Otoviano,SO,RB,7,6,0,4,6,1.50,0.9,rice,2021,juma_otoviano_rice,False
Juma Otoviano,JR,RB,13,403,0,71,403,5.68,31.0,rice,2022,juma_otoviano_rice,False
Juma Otoviano,SR,RB,12,326,0,92,326,3.54,27.2,rice,2023,juma_otoviano_rice,False
Junior Sherrill,FR,WR,12,29,0,4,29,7.25,2.4,vanderbilt,2023,junior_sherrill_vanderbilt,False
Junior Sherrill,SO,WR,5,0,0,4,0,0.00,0.0,vanderbilt,2024,junior_sherrill_vanderbilt,False
Junior Vandeross III,SO,WR,14,38,0,3,38,12.67,2.7,toledo,2023,junior_vandeross_iii_toledo,False
Justen Hervey,SO,RB,11,113,0,12,113,9.42,10.3,utah_state,2016,justen_hervey_utah_state,False
Justen Hervey,JR,RB,13,110,0,25,110,4.40,8.5,utah_state,2017,justen_hervey_utah_state,False
Justen Hervey,SR,RB,10,122,0,31,122,3.94,12.2,utah_state,2018,justen_hervey_utah_state,False
Justice Ellison,FR,RB,8,113,0,30,113,3.77,14.1,wake_forest,2020,justice_ellison_wake_forest,False
Justice Ellison,FR,RB,11,541,0,107,541,5.06,49.2,wake_forest,2021,justice_ellison_wake_forest,False
Justice Ellison,SO,RB,13,707,0,170,707,4.16,54.4,wake_forest,2022,justice_ellison_wake_forest,False
Justice Ellison,JR,RB,11,548,0,120,548,4.57,49.8,wake_forest,2023,justice_ellison_wake_forest,True
Justice Ellison,SR,RB,6,409,0,64,409,6.39,68.2,indiana,2024,justice_ellison_indiana,False
